date,year,month,month_name,quarter,quarter_label,year_month,day_of_week,is_weekend,week_number
2017-10-23,2017,10,October,4,Q4,2017-10,Monday,0,43
2017-10-24,2017,10,October,4,Q4,2017-10,Tuesday,0,43
2017-10-25,2017,10,October,4,Q4,2017-10,Wednesday,0,43
2017-10-26,2017,10,October,4,Q4,2017-10,Thursday,0,43
2017-10-27,2017,10,October,4,Q4,2017-10,Friday,0,43
2017-10-28,2017,10,October,4,Q4,2017-10,Saturday,1,43
2017-10-29,2017,10,October,4,Q4,2017-10,Sunday,1,43
2017-10-30,2017,10,October,4,Q4,2017-10,Monday,0,44
2017-10-31,2017,10,October,4,Q4,2017-10,Tuesday,0,44
2017-11-01,2017,11,November,4,Q4,2017-11,Wednesday,0,44
2017-11-02,2017,11,November,4,Q4,2017-11,Thursday,0,44
2017-11-03,2017,11,November,4,Q4,2017-11,Friday,0,44
2017-11-04,2017,11,November,4,Q4,2017-11,Saturday,1,44
2017-11-05,2017,11,November,4,Q4,2017-11,Sunday,1,44
2017-11-06,2017,11,November,4,Q4,2017-11,Monday,0,45
2017-11-07,2017,11,November,4,Q4,2017-11,Tuesday,0,45
2017-11-08,2017,11,November,4,Q4,2017-11,Wednesday,0,45
2017-11-09,2017,11,November,4,Q4,2017-11,Thursday,0,45
2017-11-10,2017,11,November,4,Q4,2017-11,Friday,0,45
2017-11-11,2017,11,November,4,Q4,2017-11,Saturday,1,45
2017-11-12,2017,11,November,4,Q4,2017-11,Sunday,1,45
2017-11-13,2017,11,November,4,Q4,2017-11,Monday,0,46
2017-11-14,2017,11,November,4,Q4,2017-11,Tuesday,0,46
2017-11-15,2017,11,November,4,Q4,2017-11,Wednesday,0,46
2017-11-16,2017,11,November,4,Q4,2017-11,Thursday,0,46
2017-11-17,2017,11,November,4,Q4,2017-11,Friday,0,46
2017-11-18,2017,11,November,4,Q4,2017-11,Saturday,1,46
2017-11-19,2017,11,November,4,Q4,2017-11,Sunday,1,46
2017-11-20,2017,11,November,4,Q4,2017-11,Monday,0,47
2017-11-21,2017,11,November,4,Q4,2017-11,Tuesday,0,47
2017-11-22,2017,11,November,4,Q4,2017-11,Wednesday,0,47
2017-11-23,2017,11,November,4,Q4,2017-11,Thursday,0,47
2017-11-24,2017,11,November,4,Q4,2017-11,Friday,0,47
2017-11-25,2017,11,November,4,Q4,2017-11,Saturday,1,47
2017-11-26,2017,11,November,4,Q4,2017-11,Sunday,1,47
2017-11-27,2017,11,November,4,Q4,2017-11,Monday,0,48
2017-11-28,2017,11,November,4,Q4,2017-11,Tuesday,0,48
2017-11-29,2017,11,November,4,Q4,2017-11,Wednesday,0,48
2017-11-30,2017,11,November,4,Q4,2017-11,Thursday,0,48
2017-12-01,2017,12,December,4,Q4,2017-12,Friday,0,48
2017-12-02,2017,12,December,4,Q4,2017-12,Saturday,1,48
2017-12-03,2017,12,December,4,Q4,2017-12,Sunday,1,48
2017-12-04,2017,12,December,4,Q4,2017-12,Monday,0,49
2017-12-05,2017,12,December,4,Q4,2017-12,Tuesday,0,49
2017-12-06,2017,12,December,4,Q4,2017-12,Wednesday,0,49
2017-12-07,2017,12,December,4,Q4,2017-12,Thursday,0,49
2017-12-08,2017,12,December,4,Q4,2017-12,Friday,0,49
2017-12-09,2017,12,December,4,Q4,2017-12,Saturday,1,49
2017-12-10,2017,12,December,4,Q4,2017-12,Sunday,1,49
2017-12-11,2017,12,December,4,Q4,2017-12,Monday,0,50
2017-12-12,2017,12,December,4,Q4,2017-12,Tuesday,0,50
2017-12-13,2017,12,December,4,Q4,2017-12,Wednesday,0,50
2017-12-14,2017,12,December,4,Q4,2017-12,Thursday,0,50
2017-12-15,2017,12,December,4,Q4,2017-12,Friday,0,50
2017-12-16,2017,12,December,4,Q4,2017-12,Saturday,1,50
2017-12-17,2017,12,December,4,Q4,2017-12,Sunday,1,50
2017-12-18,2017,12,December,4,Q4,2017-12,Monday,0,51
2017-12-19,2017,12,December,4,Q4,2017-12,Tuesday,0,51
2017-12-20,2017,12,December,4,Q4,2017-12,Wednesday,0,51
2017-12-21,2017,12,December,4,Q4,2017-12,Thursday,0,51
2017-12-22,2017,12,December,4,Q4,2017-12,Friday,0,51
2017-12-23,2017,12,December,4,Q4,2017-12,Saturday,1,51
2017-12-24,2017,12,December,4,Q4,2017-12,Sunday,1,51
2017-12-25,2017,12,December,4,Q4,2017-12,Monday,0,52
2017-12-26,2017,12,December,4,Q4,2017-12,Tuesday,0,52
2017-12-27,2017,12,December,4,Q4,2017-12,Wednesday,0,52
2017-12-28,2017,12,December,4,Q4,2017-12,Thursday,0,52
2017-12-29,2017,12,December,4,Q4,2017-12,Friday,0,52
2017-12-30,2017,12,December,4,Q4,2017-12,Saturday,1,52
2017-12-31,2017,12,December,4,Q4,2017-12,Sunday,1,52
2018-01-01,2018,1,January,1,Q1,2018-01,Monday,0,1
2018-01-02,2018,1,January,1,Q1,2018-01,Tuesday,0,1
2018-01-03,2018,1,January,1,Q1,2018-01,Wednesday,0,1
2018-01-04,2018,1,January,1,Q1,2018-01,Thursday,0,1
2018-01-05,2018,1,January,1,Q1,2018-01,Friday,0,1
2018-01-06,2018,1,January,1,Q1,2018-01,Saturday,1,1
2018-01-07,2018,1,January,1,Q1,2018-01,Sunday,1,1
2018-01-08,2018,1,January,1,Q1,2018-01,Monday,0,2
2018-01-09,2018,1,January,1,Q1,2018-01,Tuesday,0,2
2018-01-10,2018,1,January,1,Q1,2018-01,Wednesday,0,2
2018-01-11,2018,1,January,1,Q1,2018-01,Thursday,0,2
2018-01-12,2018,1,January,1,Q1,2018-01,Friday,0,2
2018-01-13,2018,1,January,1,Q1,2018-01,Saturday,1,2
2018-01-14,2018,1,January,1,Q1,2018-01,Sunday,1,2
2018-01-15,2018,1,January,1,Q1,2018-01,Monday,0,3
2018-01-16,2018,1,January,1,Q1,2018-01,Tuesday,0,3
2018-01-17,2018,1,January,1,Q1,2018-01,Wednesday,0,3
2018-01-18,2018,1,January,1,Q1,2018-01,Thursday,0,3
2018-01-19,2018,1,January,1,Q1,2018-01,Friday,0,3
2018-01-20,2018,1,January,1,Q1,2018-01,Saturday,1,3
2018-01-21,2018,1,January,1,Q1,2018-01,Sunday,1,3
2018-01-22,2018,1,January,1,Q1,2018-01,Monday,0,4
2018-01-23,2018,1,January,1,Q1,2018-01,Tuesday,0,4
2018-01-24,2018,1,January,1,Q1,2018-01,Wednesday,0,4
2018-01-25,2018,1,January,1,Q1,2018-01,Thursday,0,4
2018-01-26,2018,1,January,1,Q1,2018-01,Friday,0,4
2018-01-27,2018,1,January,1,Q1,2018-01,Saturday,1,4
2018-01-28,2018,1,January,1,Q1,2018-01,Sunday,1,4
2018-01-29,2018,1,January,1,Q1,2018-01,Monday,0,5
2018-01-30,2018,1,January,1,Q1,2018-01,Tuesday,0,5
2018-01-31,2018,1,January,1,Q1,2018-01,Wednesday,0,5
2018-02-01,2018,2,February,1,Q1,2018-02,Thursday,0,5
2018-02-02,2018,2,February,1,Q1,2018-02,Friday,0,5
2018-02-03,2018,2,February,1,Q1,2018-02,Saturday,1,5
2018-02-04,2018,2,February,1,Q1,2018-02,Sunday,1,5
2018-02-05,2018,2,February,1,Q1,2018-02,Monday,0,6
2018-02-06,2018,2,February,1,Q1,2018-02,Tuesday,0,6
2018-02-07,2018,2,February,1,Q1,2018-02,Wednesday,0,6
2018-02-08,2018,2,February,1,Q1,2018-02,Thursday,0,6
2018-02-09,2018,2,February,1,Q1,2018-02,Friday,0,6
2018-02-10,2018,2,February,1,Q1,2018-02,Saturday,1,6
2018-02-11,2018,2,February,1,Q1,2018-02,Sunday,1,6
2018-02-12,2018,2,February,1,Q1,2018-02,Monday,0,7
2018-02-13,2018,2,February,1,Q1,2018-02,Tuesday,0,7
2018-02-14,2018,2,February,1,Q1,2018-02,Wednesday,0,7
2018-02-15,2018,2,February,1,Q1,2018-02,Thursday,0,7
2018-02-16,2018,2,February,1,Q1,2018-02,Friday,0,7
2018-02-17,2018,2,February,1,Q1,2018-02,Saturday,1,7
2018-02-18,2018,2,February,1,Q1,2018-02,Sunday,1,7
2018-02-19,2018,2,February,1,Q1,2018-02,Monday,0,8
2018-02-20,2018,2,February,1,Q1,2018-02,Tuesday,0,8
2018-02-21,2018,2,February,1,Q1,2018-02,Wednesday,0,8
2018-02-22,2018,2,February,1,Q1,2018-02,Thursday,0,8
2018-02-23,2018,2,February,1,Q1,2018-02,Friday,0,8
2018-02-24,2018,2,February,1,Q1,2018-02,Saturday,1,8
2018-02-25,2018,2,February,1,Q1,2018-02,Sunday,1,8
2018-02-26,2018,2,February,1,Q1,2018-02,Monday,0,9
2018-02-27,2018,2,February,1,Q1,2018-02,Tuesday,0,9
2018-02-28,2018,2,February,1,Q1,2018-02,Wednesday,0,9
2018-03-01,2018,3,March,1,Q1,2018-03,Thursday,0,9
2018-03-02,2018,3,March,1,Q1,2018-03,Friday,0,9
2018-03-03,2018,3,March,1,Q1,2018-03,Saturday,1,9
2018-03-04,2018,3,March,1,Q1,2018-03,Sunday,1,9
2018-03-05,2018,3,March,1,Q1,2018-03,Monday,0,10
2018-03-06,2018,3,March,1,Q1,2018-03,Tuesday,0,10
2018-03-07,2018,3,March,1,Q1,2018-03,Wednesday,0,10
2018-03-08,2018,3,March,1,Q1,2018-03,Thursday,0,10
2018-03-09,2018,3,March,1,Q1,2018-03,Friday,0,10
2018-03-10,2018,3,March,1,Q1,2018-03,Saturday,1,10
2018-03-11,2018,3,March,1,Q1,2018-03,Sunday,1,10
2018-03-12,2018,3,March,1,Q1,2018-03,Monday,0,11
2018-03-13,2018,3,March,1,Q1,2018-03,Tuesday,0,11
2018-03-14,2018,3,March,1,Q1,2018-03,Wednesday,0,11
2018-03-15,2018,3,March,1,Q1,2018-03,Thursday,0,11
2018-03-16,2018,3,March,1,Q1,2018-03,Friday,0,11
2018-03-17,2018,3,March,1,Q1,2018-03,Saturday,1,11
2018-03-18,2018,3,March,1,Q1,2018-03,Sunday,1,11
2018-03-19,2018,3,March,1,Q1,2018-03,Monday,0,12
2018-03-20,2018,3,March,1,Q1,2018-03,Tuesday,0,12
2018-03-21,2018,3,March,1,Q1,2018-03,Wednesday,0,12
2018-03-22,2018,3,March,1,Q1,2018-03,Thursday,0,12
2018-03-23,2018,3,March,1,Q1,2018-03,Friday,0,12
2018-03-24,2018,3,March,1,Q1,2018-03,Saturday,1,12
2018-03-25,2018,3,March,1,Q1,2018-03,Sunday,1,12
2018-03-26,2018,3,March,1,Q1,2018-03,Monday,0,13
2018-03-27,2018,3,March,1,Q1,2018-03,Tuesday,0,13
2018-03-28,2018,3,March,1,Q1,2018-03,Wednesday,0,13
2018-03-29,2018,3,March,1,Q1,2018-03,Thursday,0,13
2018-03-30,2018,3,March,1,Q1,2018-03,Friday,0,13
2018-03-31,2018,3,March,1,Q1,2018-03,Saturday,1,13
2018-04-01,2018,4,April,2,Q2,2018-04,Sunday,1,13
2018-04-02,2018,4,April,2,Q2,2018-04,Monday,0,14
2018-04-03,2018,4,April,2,Q2,2018-04,Tuesday,0,14
2018-04-04,2018,4,April,2,Q2,2018-04,Wednesday,0,14
2018-04-05,2018,4,April,2,Q2,2018-04,Thursday,0,14
2018-04-06,2018,4,April,2,Q2,2018-04,Friday,0,14
2018-04-07,2018,4,April,2,Q2,2018-04,Saturday,1,14
2018-04-08,2018,4,April,2,Q2,2018-04,Sunday,1,14
2018-04-09,2018,4,April,2,Q2,2018-04,Monday,0,15
2018-04-10,2018,4,April,2,Q2,2018-04,Tuesday,0,15
2018-04-11,2018,4,April,2,Q2,2018-04,Wednesday,0,15
2018-04-12,2018,4,April,2,Q2,2018-04,Thursday,0,15
2018-04-13,2018,4,April,2,Q2,2018-04,Friday,0,15
2018-04-14,2018,4,April,2,Q2,2018-04,Saturday,1,15
2018-04-15,2018,4,April,2,Q2,2018-04,Sunday,1,15
2018-04-16,2018,4,April,2,Q2,2018-04,Monday,0,16
2018-04-17,2018,4,April,2,Q2,2018-04,Tuesday,0,16
2018-04-18,2018,4,April,2,Q2,2018-04,Wednesday,0,16
2018-04-19,2018,4,April,2,Q2,2018-04,Thursday,0,16
2018-04-20,2018,4,April,2,Q2,2018-04,Friday,0,16
2018-04-21,2018,4,April,2,Q2,2018-04,Saturday,1,16
2018-04-22,2018,4,April,2,Q2,2018-04,Sunday,1,16
2018-04-23,2018,4,April,2,Q2,2018-04,Monday,0,17
2018-04-24,2018,4,April,2,Q2,2018-04,Tuesday,0,17
2018-04-25,2018,4,April,2,Q2,2018-04,Wednesday,0,17
2018-04-26,2018,4,April,2,Q2,2018-04,Thursday,0,17
2018-04-27,2018,4,April,2,Q2,2018-04,Friday,0,17
2018-04-28,2018,4,April,2,Q2,2018-04,Saturday,1,17
2018-04-29,2018,4,April,2,Q2,2018-04,Sunday,1,17
2018-04-30,2018,4,April,2,Q2,2018-04,Monday,0,18
2018-05-01,2018,5,May,2,Q2,2018-05,Tuesday,0,18
2018-05-02,2018,5,May,2,Q2,2018-05,Wednesday,0,18
2018-05-03,2018,5,May,2,Q2,2018-05,Thursday,0,18
2018-05-04,2018,5,May,2,Q2,2018-05,Friday,0,18
2018-05-05,2018,5,May,2,Q2,2018-05,Saturday,1,18
2018-05-06,2018,5,May,2,Q2,2018-05,Sunday,1,18
2018-05-07,2018,5,May,2,Q2,2018-05,Monday,0,19
2018-05-08,2018,5,May,2,Q2,2018-05,Tuesday,0,19
2018-05-09,2018,5,May,2,Q2,2018-05,Wednesday,0,19
2018-05-10,2018,5,May,2,Q2,2018-05,Thursday,0,19
2018-05-11,2018,5,May,2,Q2,2018-05,Friday,0,19
2018-05-12,2018,5,May,2,Q2,2018-05,Saturday,1,19
2018-05-13,2018,5,May,2,Q2,2018-05,Sunday,1,19
2018-05-14,2018,5,May,2,Q2,2018-05,Monday,0,20
2018-05-15,2018,5,May,2,Q2,2018-05,Tuesday,0,20
2018-05-16,2018,5,May,2,Q2,2018-05,Wednesday,0,20
2018-05-17,2018,5,May,2,Q2,2018-05,Thursday,0,20
2018-05-18,2018,5,May,2,Q2,2018-05,Friday,0,20
2018-05-19,2018,5,May,2,Q2,2018-05,Saturday,1,20
2018-05-20,2018,5,May,2,Q2,2018-05,Sunday,1,20
2018-05-21,2018,5,May,2,Q2,2018-05,Monday,0,21
2018-05-22,2018,5,May,2,Q2,2018-05,Tuesday,0,21
2018-05-23,2018,5,May,2,Q2,2018-05,Wednesday,0,21
2018-05-24,2018,5,May,2,Q2,2018-05,Thursday,0,21
2018-05-25,2018,5,May,2,Q2,2018-05,Friday,0,21
2018-05-26,2018,5,May,2,Q2,2018-05,Saturday,1,21
2018-05-27,2018,5,May,2,Q2,2018-05,Sunday,1,21
2018-05-28,2018,5,May,2,Q2,2018-05,Monday,0,22
2018-05-29,2018,5,May,2,Q2,2018-05,Tuesday,0,22
2018-05-30,2018,5,May,2,Q2,2018-05,Wednesday,0,22
2018-05-31,2018,5,May,2,Q2,2018-05,Thursday,0,22
2018-06-01,2018,6,June,2,Q2,2018-06,Friday,0,22
2018-06-02,2018,6,June,2,Q2,2018-06,Saturday,1,22
2018-06-03,2018,6,June,2,Q2,2018-06,Sunday,1,22
2018-06-04,2018,6,June,2,Q2,2018-06,Monday,0,23
2018-06-05,2018,6,June,2,Q2,2018-06,Tuesday,0,23
2018-06-06,2018,6,June,2,Q2,2018-06,Wednesday,0,23
2018-06-07,2018,6,June,2,Q2,2018-06,Thursday,0,23
2018-06-08,2018,6,June,2,Q2,2018-06,Friday,0,23
2018-06-09,2018,6,June,2,Q2,2018-06,Saturday,1,23
2018-06-10,2018,6,June,2,Q2,2018-06,Sunday,1,23
2018-06-11,2018,6,June,2,Q2,2018-06,Monday,0,24
2018-06-12,2018,6,June,2,Q2,2018-06,Tuesday,0,24
2018-06-13,2018,6,June,2,Q2,2018-06,Wednesday,0,24
2018-06-14,2018,6,June,2,Q2,2018-06,Thursday,0,24
2018-06-15,2018,6,June,2,Q2,2018-06,Friday,0,24
2018-06-16,2018,6,June,2,Q2,2018-06,Saturday,1,24
2018-06-17,2018,6,June,2,Q2,2018-06,Sunday,1,24
2018-06-18,2018,6,June,2,Q2,2018-06,Monday,0,25
2018-06-19,2018,6,June,2,Q2,2018-06,Tuesday,0,25
2018-06-20,2018,6,June,2,Q2,2018-06,Wednesday,0,25
2018-06-21,2018,6,June,2,Q2,2018-06,Thursday,0,25
2018-06-22,2018,6,June,2,Q2,2018-06,Friday,0,25
2018-06-23,2018,6,June,2,Q2,2018-06,Saturday,1,25
2018-06-24,2018,6,June,2,Q2,2018-06,Sunday,1,25
2018-06-25,2018,6,June,2,Q2,2018-06,Monday,0,26
2018-06-26,2018,6,June,2,Q2,2018-06,Tuesday,0,26
2018-06-27,2018,6,June,2,Q2,2018-06,Wednesday,0,26
2018-06-28,2018,6,June,2,Q2,2018-06,Thursday,0,26
2018-06-29,2018,6,June,2,Q2,2018-06,Friday,0,26
2018-06-30,2018,6,June,2,Q2,2018-06,Saturday,1,26
2018-07-01,2018,7,July,3,Q3,2018-07,Sunday,1,26
2018-07-02,2018,7,July,3,Q3,2018-07,Monday,0,27
2018-07-03,2018,7,July,3,Q3,2018-07,Tuesday,0,27
2018-07-04,2018,7,July,3,Q3,2018-07,Wednesday,0,27
2018-07-05,2018,7,July,3,Q3,2018-07,Thursday,0,27
2018-07-06,2018,7,July,3,Q3,2018-07,Friday,0,27
2018-07-07,2018,7,July,3,Q3,2018-07,Saturday,1,27
2018-07-08,2018,7,July,3,Q3,2018-07,Sunday,1,27
2018-07-09,2018,7,July,3,Q3,2018-07,Monday,0,28
2018-07-10,2018,7,July,3,Q3,2018-07,Tuesday,0,28
2018-07-11,2018,7,July,3,Q3,2018-07,Wednesday,0,28
2018-07-12,2018,7,July,3,Q3,2018-07,Thursday,0,28
2018-07-13,2018,7,July,3,Q3,2018-07,Friday,0,28
2018-07-14,2018,7,July,3,Q3,2018-07,Saturday,1,28
2018-07-15,2018,7,July,3,Q3,2018-07,Sunday,1,28
2018-07-16,2018,7,July,3,Q3,2018-07,Monday,0,29
2018-07-17,2018,7,July,3,Q3,2018-07,Tuesday,0,29
2018-07-18,2018,7,July,3,Q3,2018-07,Wednesday,0,29
2018-07-19,2018,7,July,3,Q3,2018-07,Thursday,0,29
2018-07-20,2018,7,July,3,Q3,2018-07,Friday,0,29
2018-07-21,2018,7,July,3,Q3,2018-07,Saturday,1,29
2018-07-22,2018,7,July,3,Q3,2018-07,Sunday,1,29
2018-07-23,2018,7,July,3,Q3,2018-07,Monday,0,30
2018-07-24,2018,7,July,3,Q3,2018-07,Tuesday,0,30
2018-07-25,2018,7,July,3,Q3,2018-07,Wednesday,0,30
2018-07-26,2018,7,July,3,Q3,2018-07,Thursday,0,30
2018-07-27,2018,7,July,3,Q3,2018-07,Friday,0,30
2018-07-28,2018,7,July,3,Q3,2018-07,Saturday,1,30
2018-07-29,2018,7,July,3,Q3,2018-07,Sunday,1,30
2018-07-30,2018,7,July,3,Q3,2018-07,Monday,0,31
2018-07-31,2018,7,July,3,Q3,2018-07,Tuesday,0,31
2018-08-01,2018,8,August,3,Q3,2018-08,Wednesday,0,31
2018-08-02,2018,8,August,3,Q3,2018-08,Thursday,0,31
2018-08-03,2018,8,August,3,Q3,2018-08,Friday,0,31
2018-08-04,2018,8,August,3,Q3,2018-08,Saturday,1,31
2018-08-05,2018,8,August,3,Q3,2018-08,Sunday,1,31
2018-08-06,2018,8,August,3,Q3,2018-08,Monday,0,32
2018-08-07,2018,8,August,3,Q3,2018-08,Tuesday,0,32
2018-08-08,2018,8,August,3,Q3,2018-08,Wednesday,0,32
2018-08-09,2018,8,August,3,Q3,2018-08,Thursday,0,32
2018-08-10,2018,8,August,3,Q3,2018-08,Friday,0,32
2018-08-11,2018,8,August,3,Q3,2018-08,Saturday,1,32
2018-08-12,2018,8,August,3,Q3,2018-08,Sunday,1,32
2018-08-13,2018,8,August,3,Q3,2018-08,Monday,0,33
2018-08-14,2018,8,August,3,Q3,2018-08,Tuesday,0,33
2018-08-15,2018,8,August,3,Q3,2018-08,Wednesday,0,33
2018-08-16,2018,8,August,3,Q3,2018-08,Thursday,0,33
2018-08-17,2018,8,August,3,Q3,2018-08,Friday,0,33
2018-08-18,2018,8,August,3,Q3,2018-08,Saturday,1,33
2018-08-19,2018,8,August,3,Q3,2018-08,Sunday,1,33
2018-08-20,2018,8,August,3,Q3,2018-08,Monday,0,34
2018-08-21,2018,8,August,3,Q3,2018-08,Tuesday,0,34
2018-08-22,2018,8,August,3,Q3,2018-08,Wednesday,0,34
2018-08-23,2018,8,August,3,Q3,2018-08,Thursday,0,34
2018-08-24,2018,8,August,3,Q3,2018-08,Friday,0,34
2018-08-25,2018,8,August,3,Q3,2018-08,Saturday,1,34
2018-08-26,2018,8,August,3,Q3,2018-08,Sunday,1,34
2018-08-27,2018,8,August,3,Q3,2018-08,Monday,0,35
2018-08-28,2018,8,August,3,Q3,2018-08,Tuesday,0,35
2018-08-29,2018,8,August,3,Q3,2018-08,Wednesday,0,35
